@RELATION models/SVM_aaaaaaaa
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {anger,happyness,neutral,sadness}

@DATA
0.049328,0.084392,3.057954,0.096509,0.133204,0.166109,0.003385,0.063584,-22.292140,1.111799,-1.941144,-0.294335,-0.415466,-0.453602,-0.223299,-0.225093,0.069162,-0.060922,0.089988,0.090224,-0.073206,0.010780,0.006571,0.009841,0.010381,0.008409,0.005266,0.006580,0.006039,0.005847,0.008982,0.008117,0.010450,0.010938,0.017868,0.057720,0.281575,0.030079,0.035615,0.178872,0.001639,0.027619,1.311326,0.820209,0.506020,0.420253,0.367503,0.365915,0.469079,0.532416,0.541828,0.515885,0.452770,0.375624,0.309476,0.014054,0.008392,0.013226,0.012176,0.008814,0.006398,0.013638,0.007452,0.007698,0.011489,0.011309,0.018536,0.006413,anger
0.087981,0.014844,2.913709,0.143802,0.146569,0.690050,0.001867,0.132600,-23.765298,0.760722,-0.348871,-0.024319,-0.483897,-0.291913,-0.385342,-0.504964,-0.146382,0.038907,0.254494,0.328772,0.022019,0.006857,0.007600,0.004081,0.003856,0.009465,0.021137,0.011143,0.012365,0.020032,0.008727,0.006004,0.003884,0.012489,0.068042,0.010514,0.325189,0.046793,0.024846,0.495269,0.001267,0.106025,1.729286,0.736381,0.867905,0.457381,0.446713,0.300806,0.329833,0.286392,0.302535,0.342560,0.395190,0.273422,0.269480,0.008074,0.010370,0.004052,0.004593,0.014602,0.027677,0.013021,0.011053,0.033474,0.013640,0.007203,0.003737,0.010317,anger
0.044693,0.027735,2.917018,0.107215,0.150447,0.250773,0.003630,0.056881,-24.361066,2.301440,-0.510561,-0.483943,-0.172366,-0.171452,-0.224286,-0.152714,-0.207357,0.150577,-0.232620,-0.163481,-0.371254,0.019956,0.008131,0.010852,0.005060,0.008422,0.006277,0.004685,0.008032,0.017831,0.020753,0.014256,0.039864,0.018996,0.032774,0.026912,0.341292,0.037559,0.032310,0.299862,0.002191,0.059540,2.232281,0.684776,0.947915,0.487833,0.507485,0.373887,0.321835,0.251646,0.262336,0.345240,0.255722,0.279023,0.331940,0.020244,0.009325,0.016969,0.006844,0.012626,0.008238,0.005498,0.011232,0.021827,0.021382,0.019519,0.043765,0.011218,anger
0.056449,0.048898,3.005600,0.117018,0.145281,0.391690,0.002427,0.081745,-22.291657,1.172196,-0.849165,-0.083230,-0.302837,-0.495645,-0.419580,-0.369649,-0.395612,0.243641,0.314286,0.292460,0.022878,0.002475,0.003157,0.006285,0.007267,0.006771,0.010064,0.012383,0.011367,0.022626,0.020089,0.013916,0.004100,0.014114,0.019795,0.037295,0.258429,0.023195,0.027078,0.206117,0.001189,0.038501,1.352988,0.471922,0.625321,0.329018,0.380060,0.286807,0.244691,0.198359,0.338951,0.319305,0.279957,0.220913,0.385378,0.003295,0.003725,0.008978,0.007897,0.005791,0.011458,0.013507,0.010648,0.028208,0.026062,0.018025,0.003615,0.007479,anger
0.059668,0.015669,2.821772,0.117168,0.156634,0.356520,0.002946,0.087304,-25.450025,2.325645,-0.184737,-0.067974,-0.346469,0.356692,-0.029221,-0.498207,-0.243008,0.216827,-0.139004,-0.107549,0.008631,0.013632,0.009743,0.014100,0.014154,0.011833,0.020491,0.009271,0.017719,0.020033,0.024703,0.009544,0.028473,0.017704,0.057537,0.020868,0.436453,0.046010,0.034185,0.451656,0.002131,0.108366,2.837205,0.834002,0.768626,0.528407,0.380185,0.284614,0.248402,0.253041,0.266868,0.221816,0.185471,0.206129,0.195109,0.013252,0.010901,0.010946,0.014418,0.010739,0.020880,0.011919,0.015708,0.022164,0.028663,0.010539,0.044171,0.010782,anger
0.051057,0.041750,2.854435,0.115526,0.153714,0.417022,0.002958,0.069353,-24.084263,2.068674,0.558830,-0.635597,-0.788587,-0.126578,-0.213332,0.116474,-0.119261,0.165763,-0.061265,0.161917,-0.007531,0.020411,0.006131,0.008721,0.005050,0.016237,0.023461,0.005925,0.010429,0.010927,0.047543,0.014590,0.020530,0.020479,0.030842,0.044233,0.366514,0.033157,0.028759,0.356064,0.001018,0.062072,2.509742,0.501094,0.463305,0.498112,0.298550,0.250128,0.338652,0.217634,0.254061,0.158168,0.151517,0.185686,0.155051,0.021969,0.005427,0.010436,0.004501,0.019568,0.021500,0.004114,0.006543,0.007813,0.036817,0.013257,0.017771,0.011432,anger
0.061268,0.024987,2.969802,0.113003,0.144185,0.404326,0.001648,0.083093,-24.653663,0.467040,-0.777621,0.684220,-0.180215,0.113936,-0.128746,-0.030599,-0.055653,0.010037,-0.333915,0.183482,-0.131792,0.012077,0.008184,0.004304,0.002354,0.007461,0.008251,0.008772,0.007302,0.005743,0.013304,0.005151,0.009836,0.007296,0.005184,0.020214,0.270111,0.012118,0.025476,0.098651,0.000538,0.014278,2.063627,0.495399,0.630986,0.438918,0.256358,0.219526,0.245328,0.172421,0.164179,0.126926,0.168962,0.157648,0.185655,0.014216,0.005589,0.002045,0.001666,0.005663,0.005444,0.012433,0.010872,0.006792,0.008327,0.005374,0.006180,0.004878,anger
0.086388,0.041960,2.947554,0.152676,0.154561,0.657782,0.002240,0.131744,-22.891021,1.085994,-0.629744,-0.201186,-0.185633,-0.207210,-0.434639,-0.352923,-0.479911,-0.112877,0.078406,0.336539,-0.005882,0.014000,0.012647,0.007247,0.008653,0.008570,0.007032,0.012332,0.026706,0.008003,0.006853,0.004208,0.006276,0.016515,0.061256,0.026358,0.408145,0.053794,0.024353,0.553117,0.001447,0.118649,1.237606,0.773648,0.792158,0.495058,0.351150,0.430516,0.332837,0.316143,0.380313,0.427940,0.408978,0.467645,0.319322,0.020389,0.018874,0.012760,0.019671,0.010469,0.008422,0.013297,0.044776,0.010572,0.015565,0.006954,0.011455,0.012108,anger
0.133964,0.016223,3.023747,0.184067,0.152645,1.308725,0.001103,0.223509,-23.889150,0.629813,-0.077373,-0.373887,-0.530093,-0.506844,-0.335103,-0.143969,0.137709,0.304222,0.070776,-0.147208,-0.267422,0.010932,0.005998,0.004217,0.003891,0.006235,0.004491,0.004645,0.006204,0.007030,0.010437,0.019359,0.015572,0.009664,0.065562,0.013078,0.268725,0.045654,0.012788,0.638571,0.000647,0.122350,1.850150,0.534210,0.412519,0.274336,0.524973,0.384560,0.344118,0.366360,0.276373,0.312974,0.290869,0.219989,0.209953,0.013719,0.005009,0.004697,0.004655,0.008017,0.004504,0.004257,0.006415,0.007708,0.011463,0.027939,0.018065,0.008144,anger
0.079124,0.011835,2.867530,0.132941,0.144708,0.585962,0.002437,0.124965,-25.147061,0.620549,-0.786893,-0.576787,-0.569100,-0.291857,-0.552486,-0.418254,-0.280326,0.019877,0.266766,0.296429,0.147562,0.003854,0.003145,0.005356,0.005938,0.005318,0.006935,0.017821,0.032353,0.009081,0.014827,0.013648,0.005948,0.017697,0.041668,0.014500,0.450042,0.045279,0.032485,0.405930,0.001462,0.087024,1.481222,0.700405,0.850784,0.492872,0.455139,0.352743,0.470022,0.378247,0.461466,0.375697,0.369802,0.425606,0.292376,0.005390,0.003814,0.012289,0.008995,0.008653,0.009566,0.021397,0.037517,0.011633,0.030252,0.021816,0.013288,0.009828,happyness
0.079124,0.011835,2.867530,0.132941,0.144708,0.585962,0.002437,0.124965,-25.147061,0.620549,-0.786893,-0.576787,-0.569100,-0.291857,-0.552486,-0.418254,-0.280326,0.019877,0.266766,0.296429,0.147562,0.003854,0.003145,0.005356,0.005938,0.005318,0.006935,0.017821,0.032353,0.009081,0.014827,0.013648,0.005948,0.017697,0.041668,0.014500,0.450042,0.045279,0.032485,0.405930,0.001462,0.087024,1.481222,0.700405,0.850784,0.492872,0.455139,0.352743,0.470022,0.378247,0.461466,0.375697,0.369802,0.425606,0.292376,0.005390,0.003814,0.012289,0.008995,0.008653,0.009566,0.021397,0.037517,0.011633,0.030252,0.021816,0.013288,0.009828,happyness
0.096189,0.005584,2.928721,0.147771,0.139170,0.805802,0.002537,0.149746,-27.363892,0.405218,-0.572329,-1.141707,-0.458741,-0.063258,-0.273875,-0.342251,-0.349159,-0.384540,-0.057402,0.054795,0.072841,0.002892,0.025974,0.012415,0.014506,0.007821,0.009235,0.010626,0.008620,0.003640,0.003568,0.001745,0.001700,0.014487,0.062010,0.008152,0.343334,0.053423,0.029373,0.514408,0.001968,0.093214,2.510163,0.936463,0.633071,0.656620,0.529331,0.416944,0.364580,0.420302,0.316105,0.356664,0.498165,0.546379,0.405257,0.003642,0.048703,0.016691,0.025417,0.012951,0.012880,0.018479,0.012561,0.005353,0.005535,0.002269,0.002036,0.013047,happyness
0.096189,0.005584,2.928721,0.147771,0.139170,0.805802,0.002537,0.149746,-27.363892,0.405218,-0.572329,-1.141707,-0.458741,-0.063258,-0.273875,-0.342251,-0.349159,-0.384540,-0.057402,0.054795,0.072841,0.002892,0.025974,0.012415,0.014506,0.007821,0.009235,0.010626,0.008620,0.003640,0.003568,0.001745,0.001700,0.014487,0.062010,0.008152,0.343334,0.053423,0.029373,0.514408,0.001968,0.093214,2.510163,0.936463,0.633071,0.656620,0.529331,0.416944,0.364580,0.420302,0.316105,0.356664,0.498165,0.546379,0.405257,0.003642,0.048703,0.016691,0.025417,0.012951,0.012880,0.018479,0.012561,0.005353,0.005535,0.002269,0.002036,0.013047,happyness
0.057478,0.007003,2.812819,0.122184,0.146200,0.467104,0.002864,0.085528,-26.690522,0.876603,-0.711891,-0.790714,-0.370107,-0.105692,-0.087044,-0.153836,-0.292881,-0.618641,-0.454102,-0.116973,0.081050,0.009562,0.016378,0.017201,0.036245,0.008335,0.011190,0.005229,0.002389,0.001892,0.005463,0.002636,0.002311,0.018686,0.027062,0.008743,0.410987,0.031409,0.035635,0.395534,0.001830,0.053161,1.732266,0.825309,1.185954,0.555177,0.406157,0.487706,0.422801,0.450697,0.362129,0.294276,0.434364,0.452479,0.471483,0.024355,0.028017,0.022604,0.044777,0.011137,0.016720,0.008958,0.003132,0.003663,0.010185,0.004579,0.003262,0.010951,happyness
0.057478,0.007003,2.812819,0.122184,0.146200,0.467104,0.002864,0.085528,-26.690522,0.876603,-0.711891,-0.790714,-0.370107,-0.105692,-0.087044,-0.153836,-0.292881,-0.618641,-0.454102,-0.116973,0.081050,0.009562,0.016378,0.017201,0.036245,0.008335,0.011190,0.005229,0.002389,0.001892,0.005463,0.002636,0.002311,0.018686,0.027062,0.008743,0.410987,0.031409,0.035635,0.395534,0.001830,0.053161,1.732266,0.825309,1.185954,0.555177,0.406157,0.487706,0.422801,0.450697,0.362129,0.294276,0.434364,0.452479,0.471483,0.024355,0.028017,0.022604,0.044777,0.011137,0.016720,0.008958,0.003132,0.003663,0.010185,0.004579,0.003262,0.010951,happyness
0.065278,0.006158,2.696693,0.124532,0.138921,0.519579,0.002323,0.107364,-26.661394,0.464437,-1.211243,-0.512429,-0.412285,0.110762,-0.557082,-0.194775,-0.251195,-0.300962,-0.327258,-0.172857,-0.102154,0.007606,0.011393,0.011423,0.012368,0.005751,0.003678,0.010154,0.008143,0.005903,0.004625,0.003714,0.005395,0.010461,0.027911,0.007102,0.444833,0.039436,0.036085,0.386026,0.001304,0.069995,1.834378,0.853179,0.811949,0.576810,0.379746,0.378458,0.397677,0.340222,0.295701,0.320944,0.484938,0.494322,0.501756,0.010566,0.015051,0.017021,0.017938,0.007756,0.004860,0.015338,0.013867,0.007222,0.008008,0.004187,0.007447,0.006293,happyness
0.065278,0.006158,2.696693,0.124532,0.138921,0.519579,0.002323,0.107364,-26.661394,0.464437,-1.211243,-0.512429,-0.412285,0.110762,-0.557082,-0.194775,-0.251195,-0.300962,-0.327258,-0.172857,-0.102154,0.007606,0.011393,0.011423,0.012368,0.005751,0.003678,0.010154,0.008143,0.005903,0.004625,0.003714,0.005395,0.010461,0.027911,0.007102,0.444833,0.039436,0.036085,0.386026,0.001304,0.069995,1.834378,0.853179,0.811949,0.576810,0.379746,0.378458,0.397677,0.340222,0.295701,0.320944,0.484938,0.494322,0.501756,0.010566,0.015051,0.017021,0.017938,0.007756,0.004860,0.015338,0.013867,0.007222,0.008008,0.004187,0.007447,0.006293,happyness
0.069256,0.007000,2.610365,0.121270,0.134382,0.501134,0.002912,0.107605,-26.458712,0.112458,-1.357981,-0.592096,-0.346233,-0.361631,-0.655844,-0.748608,0.018282,-0.115672,0.464318,0.247719,-0.051146,0.004996,0.008089,0.003591,0.002011,0.001772,0.002308,0.012939,0.010662,0.018739,0.005742,0.005325,0.002956,0.010556,0.037989,0.012096,0.390943,0.037499,0.031789,0.348710,0.002310,0.078468,1.855805,0.798533,0.852028,0.431048,0.421754,0.419325,0.418063,0.282621,0.384497,0.430711,0.284256,0.393579,0.286702,0.006625,0.006964,0.004059,0.002650,0.002179,0.002824,0.018026,0.013464,0.029792,0.008672,0.008000,0.004384,0.008037,happyness
0.069256,0.007000,2.610365,0.121270,0.134382,0.501134,0.002912,0.107605,-26.458712,0.112458,-1.357981,-0.592096,-0.346233,-0.361631,-0.655844,-0.748608,0.018282,-0.115672,0.464318,0.247719,-0.051146,0.004996,0.008089,0.003591,0.002011,0.001772,0.002308,0.012939,0.010662,0.018739,0.005742,0.005325,0.002956,0.010556,0.037989,0.012096,0.390943,0.037499,0.031789,0.348710,0.002310,0.078468,1.855805,0.798533,0.852028,0.431048,0.421754,0.419325,0.418063,0.282621,0.384497,0.430711,0.284256,0.393579,0.286702,0.006625,0.006964,0.004059,0.002650,0.002179,0.002824,0.018026,0.013464,0.029792,0.008672,0.008000,0.004384,0.008037,happyness
0.084378,0.014838,2.689354,0.144018,0.143601,0.765265,0.002095,0.129940,-25.398115,0.362169,-1.052584,-1.138060,-0.246787,0.165267,-0.408991,-0.456839,-0.120523,0.024422,-0.162231,-0.003372,-0.239151,0.012904,0.004738,0.004977,0.005982,0.004530,0.005483,0.008472,0.008349,0.009977,0.006668,0.003733,0.004944,0.009271,0.040881,0.016130,0.522128,0.051684,0.036326,0.530826,0.001431,0.094484,2.642819,0.839215,0.838461,0.572737,0.390437,0.384408,0.342370,0.398146,0.340207,0.467829,0.533640,0.497876,0.397716,0.029622,0.008764,0.006676,0.009624,0.008111,0.006931,0.009986,0.009330,0.009496,0.011038,0.003278,0.008044,0.007587,happyness
0.084378,0.014838,2.689354,0.144018,0.143601,0.765265,0.002095,0.129940,-25.398115,0.362169,-1.052584,-1.138060,-0.246787,0.165267,-0.408991,-0.456839,-0.120523,0.024422,-0.162231,-0.003372,-0.239151,0.012904,0.004738,0.004977,0.005982,0.004530,0.005483,0.008472,0.008349,0.009977,0.006668,0.003733,0.004944,0.009271,0.040881,0.016130,0.522128,0.051684,0.036326,0.530826,0.001431,0.094484,2.642819,0.839215,0.838461,0.572737,0.390437,0.384408,0.342370,0.398146,0.340207,0.467829,0.533640,0.497876,0.397716,0.029622,0.008764,0.006676,0.009624,0.008111,0.006931,0.009986,0.009330,0.009496,0.011038,0.003278,0.008044,0.007587,happyness
0.064255,0.016757,2.638884,0.112734,0.128859,0.466321,0.003774,0.091502,-25.319810,-0.173462,-1.439781,-0.800280,-0.771738,-0.150979,-0.166547,0.086295,0.670326,0.109421,-0.190463,-0.161099,0.017801,0.011704,0.009983,0.010975,0.003968,0.002461,0.002329,0.003364,0.002735,0.008299,0.005932,0.008736,0.012170,0.011300,0.025826,0.015308,0.539166,0.027217,0.035712,0.318549,0.003231,0.046349,2.013906,1.176614,0.761463,0.685244,0.517757,0.540188,0.547716,0.539071,0.383075,0.472563,0.464035,0.309557,0.262576,0.013964,0.015830,0.016818,0.005344,0.003555,0.003061,0.006038,0.006780,0.021760,0.009930,0.010535,0.014047,0.006844,happyness
0.064255,0.016757,2.638884,0.112734,0.128859,0.466321,0.003774,0.091502,-25.319810,-0.173462,-1.439781,-0.800280,-0.771738,-0.150979,-0.166547,0.086295,0.670326,0.109421,-0.190463,-0.161099,0.017801,0.011704,0.009983,0.010975,0.003968,0.002461,0.002329,0.003364,0.002735,0.008299,0.005932,0.008736,0.012170,0.011300,0.025826,0.015308,0.539166,0.027217,0.035712,0.318549,0.003231,0.046349,2.013906,1.176614,0.761463,0.685244,0.517757,0.540188,0.547716,0.539071,0.383075,0.472563,0.464035,0.309557,0.262576,0.013964,0.015830,0.016818,0.005344,0.003555,0.003061,0.006038,0.006780,0.021760,0.009930,0.010535,0.014047,0.006844,happyness
0.050168,0.017023,2.901852,0.105826,0.134350,0.350593,0.003085,0.081351,-25.489726,0.784293,-2.173784,-0.798352,0.227669,-0.448004,-0.057684,-0.098575,-0.118274,0.050512,0.193004,-0.088502,-0.129249,0.007170,0.002938,0.013222,0.004004,0.008255,0.007036,0.011774,0.012035,0.007460,0.003648,0.005675,0.009147,0.010897,0.016999,0.016038,0.411950,0.028966,0.034891,0.247930,0.001578,0.035498,2.312894,0.721663,0.756941,0.362985,0.519348,0.443129,0.403696,0.377136,0.448424,0.387655,0.439769,0.355671,0.280548,0.013565,0.002281,0.022007,0.005199,0.010655,0.009957,0.014591,0.013826,0.005397,0.009103,0.006455,0.009150,0.006262,happyness
0.050168,0.017023,2.901852,0.105826,0.134350,0.350593,0.003085,0.081351,-25.489726,0.784293,-2.173784,-0.798352,0.227669,-0.448004,-0.057684,-0.098575,-0.118274,0.050512,0.193004,-0.088502,-0.129249,0.007170,0.002938,0.013222,0.004004,0.008255,0.007036,0.011774,0.012035,0.007460,0.003648,0.005675,0.009147,0.010897,0.016999,0.016038,0.411950,0.028966,0.034891,0.247930,0.001578,0.035498,2.312894,0.721663,0.756941,0.362985,0.519348,0.443129,0.403696,0.377136,0.448424,0.387655,0.439769,0.355671,0.280548,0.013565,0.002281,0.022007,0.005199,0.010655,0.009957,0.014591,0.013826,0.005397,0.009103,0.006455,0.009150,0.006262,happyness
0.049829,0.020113,2.807265,0.113571,0.146900,0.302783,0.003174,0.069384,-25.033036,0.777100,-1.061909,-0.086010,-0.403354,-0.423109,-0.353665,-0.226272,-0.359393,-0.426363,-0.105683,-0.130542,-0.312442,0.007780,0.024005,0.013751,0.007366,0.006741,0.007249,0.013958,0.011118,0.004557,0.003310,0.003477,0.002705,0.013707,0.019012,0.021548,0.414488,0.039623,0.041614,0.215058,0.002145,0.034973,2.802604,1.105965,0.601407,0.710828,0.319911,0.278434,0.275425,0.355743,0.261637,0.253459,0.321460,0.455610,0.359405,0.008477,0.027186,0.020107,0.007932,0.006250,0.009352,0.019066,0.015821,0.004758,0.006740,0.008400,0.002888,0.010211,happyness
0.049829,0.020113,2.807265,0.113571,0.146900,0.302783,0.003174,0.069384,-25.033036,0.777100,-1.061909,-0.086010,-0.403354,-0.423109,-0.353665,-0.226272,-0.359393,-0.426363,-0.105683,-0.130542,-0.312442,0.007780,0.024005,0.013751,0.007366,0.006741,0.007249,0.013958,0.011118,0.004557,0.003310,0.003477,0.002705,0.013707,0.019012,0.021548,0.414488,0.039623,0.041614,0.215058,0.002145,0.034973,2.802604,1.105965,0.601407,0.710828,0.319911,0.278434,0.275425,0.355743,0.261637,0.253459,0.321460,0.455610,0.359405,0.008477,0.027186,0.020107,0.007932,0.006250,0.009352,0.019066,0.015821,0.004758,0.006740,0.008400,0.002888,0.010211,happyness
0.095734,0.004582,3.005681,0.161417,0.160848,0.723124,0.002290,0.163381,-26.245152,1.905630,-0.611727,0.001181,-0.042195,-0.135484,-0.024197,0.042567,-0.060355,-0.067107,-0.092796,-0.084969,-0.139282,0.015134,0.010328,0.010671,0.011151,0.011814,0.011647,0.003180,0.004733,0.016968,0.013520,0.010498,0.016168,0.013427,0.096669,0.006875,0.330364,0.093946,0.034853,0.758072,0.001469,0.170300,1.520655,0.670570,0.602276,0.471777,0.310797,0.242912,0.240051,0.257477,0.216044,0.209000,0.228904,0.247060,0.274222,0.018527,0.019459,0.012588,0.016296,0.016108,0.011194,0.003665,0.005550,0.025967,0.015813,0.015919,0.018170,0.009742,happyness
0.095734,0.004582,3.005681,0.161417,0.160848,0.723124,0.002290,0.163381,-26.245152,1.905630,-0.611727,0.001181,-0.042195,-0.135484,-0.024197,0.042567,-0.060355,-0.067107,-0.092796,-0.084969,-0.139282,0.015134,0.010328,0.010671,0.011151,0.011814,0.011647,0.003180,0.004733,0.016968,0.013520,0.010498,0.016168,0.013427,0.096669,0.006875,0.330364,0.093946,0.034853,0.758072,0.001469,0.170300,1.520655,0.670570,0.602276,0.471777,0.310797,0.242912,0.240051,0.257477,0.216044,0.209000,0.228904,0.247060,0.274222,0.018527,0.019459,0.012588,0.016296,0.016108,0.011194,0.003665,0.005550,0.025967,0.015813,0.015919,0.018170,0.009742,happyness
0.056433,0.024982,3.072520,0.111979,0.138575,0.354766,0.002741,0.077785,-23.990263,0.462899,-1.487242,0.121012,0.339148,-0.288025,-0.049338,-0.387800,-0.114429,0.184688,0.004046,0.222874,-0.084097,0.004748,0.003517,0.006811,0.005017,0.008530,0.009706,0.005821,0.008130,0.007710,0.007497,0.007273,0.012080,0.010610,0.020934,0.021679,0.253041,0.023541,0.025136,0.206191,0.001726,0.038551,1.062496,0.865311,0.450895,0.442356,0.338669,0.365520,0.279902,0.251240,0.384925,0.385769,0.410104,0.394597,0.243667,0.005997,0.005256,0.012487,0.009840,0.014293,0.012018,0.008161,0.010603,0.010391,0.013391,0.015529,0.017415,0.006742,happyness
0.056433,0.024982,3.072520,0.111979,0.138575,0.354766,0.002741,0.077785,-23.990263,0.462899,-1.487242,0.121012,0.339148,-0.288025,-0.049338,-0.387800,-0.114429,0.184688,0.004046,0.222874,-0.084097,0.004748,0.003517,0.006811,0.005017,0.008530,0.009706,0.005821,0.008130,0.007710,0.007497,0.007273,0.012080,0.010610,0.020934,0.021679,0.253041,0.023541,0.025136,0.206191,0.001726,0.038551,1.062496,0.865311,0.450895,0.442356,0.338669,0.365520,0.279902,0.251240,0.384925,0.385769,0.410104,0.394597,0.243667,0.005997,0.005256,0.012487,0.009840,0.014293,0.012018,0.008161,0.010603,0.010391,0.013391,0.015529,0.017415,0.006742,happyness
0.034274,0.007415,3.152891,0.113771,0.160592,0.320335,0.002752,0.049938,-26.263629,1.977305,0.259660,0.143379,0.183592,0.251684,-0.116312,-0.048509,-0.064096,-0.343123,-0.245378,-0.354535,-0.075545,0.012000,0.030346,0.099604,0.011657,0.020925,0.033533,0.001454,0.002882,0.014246,0.005389,0.026418,0.007579,0.031654,0.014308,0.009420,0.088797,0.029747,0.020492,0.238825,0.001452,0.036941,1.066736,0.629077,0.493633,0.458121,0.303643,0.345962,0.230866,0.267328,0.211488,0.238683,0.236278,0.255420,0.189366,0.006620,0.028222,0.040813,0.011967,0.026057,0.024984,0.001520,0.002137,0.014204,0.005414,0.020162,0.005519,0.010627,happyness
0.034274,0.007415,3.152891,0.113771,0.160592,0.320335,0.002752,0.049938,-26.263629,1.977305,0.259660,0.143379,0.183592,0.251684,-0.116312,-0.048509,-0.064096,-0.343123,-0.245378,-0.354535,-0.075545,0.012000,0.030346,0.099604,0.011657,0.020925,0.033533,0.001454,0.002882,0.014246,0.005389,0.026418,0.007579,0.031654,0.014308,0.009420,0.088797,0.029747,0.020492,0.238825,0.001452,0.036941,1.066736,0.629077,0.493633,0.458121,0.303643,0.345962,0.230866,0.267328,0.211488,0.238683,0.236278,0.255420,0.189366,0.006620,0.028222,0.040813,0.011967,0.026057,0.024984,0.001520,0.002137,0.014204,0.005414,0.020162,0.005519,0.010627,happyness
0.039708,0.009301,3.146292,0.097206,0.145417,0.228229,0.003622,0.061570,-25.752474,2.175699,-0.540256,0.105503,0.457005,-0.135099,0.054086,0.203759,-0.620722,-0.645596,0.027463,0.306816,0.420826,0.005725,0.002179,0.027492,0.020398,0.035261,0.043325,0.009021,0.004943,0.004335,0.002007,0.007312,0.007559,0.020297,0.012337,0.009999,0.161282,0.022601,0.034147,0.170133,0.001524,0.024121,1.191056,0.814405,0.549494,0.493116,0.241449,0.251619,0.292072,0.251027,0.305571,0.327028,0.206411,0.266689,0.246947,0.005523,0.002564,0.030548,0.022317,0.027575,0.040463,0.014175,0.006912,0.005198,0.002532,0.010443,0.007861,0.011154,happyness
0.039708,0.009301,3.146292,0.097206,0.145417,0.228229,0.003622,0.061570,-25.752474,2.175699,-0.540256,0.105503,0.457005,-0.135099,0.054086,0.203759,-0.620722,-0.645596,0.027463,0.306816,0.420826,0.005725,0.002179,0.027492,0.020398,0.035261,0.043325,0.009021,0.004943,0.004335,0.002007,0.007312,0.007559,0.020297,0.012337,0.009999,0.161282,0.022601,0.034147,0.170133,0.001524,0.024121,1.191056,0.814405,0.549494,0.493116,0.241449,0.251619,0.292072,0.251027,0.305571,0.327028,0.206411,0.266689,0.246947,0.005523,0.002564,0.030548,0.022317,0.027575,0.040463,0.014175,0.006912,0.005198,0.002532,0.010443,0.007861,0.011154,happyness
