@RELATION models/SVM_port_single
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {anger,happyness,neutral,sadness}

@DATA
0.053246,0.091048,2.975366,0.100521,0.130148,0.200452,0.003281,0.066950,-21.908367,0.823160,-1.872775,-0.395443,-0.665436,-0.495633,-0.146100,-0.120118,0.129935,0.101070,0.145165,0.124325,0.007171,0.006593,0.005517,0.005722,0.006531,0.007423,0.004063,0.010657,0.006385,0.005152,0.008792,0.006772,0.009014,0.010874,0.020662,0.050889,0.333483,0.036294,0.038982,0.218435,0.001997,0.031094,1.054343,0.834235,0.590863,0.458686,0.368909,0.461860,0.531716,0.641058,0.581889,0.605896,0.491729,0.406300,0.325794,0.008693,0.007576,0.010459,0.010798,0.009088,0.004391,0.020336,0.009355,0.007111,0.014083,0.011758,0.013766,0.007249,anger
0.078532,0.013771,2.818671,0.140373,0.148477,0.630385,0.001862,0.115167,-23.785216,0.886894,-0.142149,-0.096093,-0.581561,-0.328953,-0.448447,-0.480138,-0.135603,-0.005644,0.271897,0.313108,0.079226,0.004685,0.005599,0.006283,0.003320,0.013649,0.011594,0.009232,0.013185,0.021512,0.008473,0.005414,0.003556,0.011168,0.047477,0.010328,0.376922,0.032273,0.020711,0.369312,0.001066,0.078543,1.583032,0.593684,0.711405,0.515593,0.420896,0.285446,0.279657,0.259560,0.273738,0.278307,0.379596,0.247086,0.247843,0.005824,0.005712,0.005676,0.003403,0.020362,0.012166,0.009329,0.012063,0.025850,0.013880,0.004961,0.003779,0.008450,anger
0.044447,0.028633,2.865217,0.104891,0.146401,0.246849,0.003310,0.059120,-23.870651,2.260355,-0.522399,-0.490582,-0.198451,-0.213223,-0.239335,-0.147677,-0.199593,0.155245,-0.276062,-0.196340,-0.395167,0.015903,0.007776,0.010692,0.005254,0.008676,0.008388,0.004222,0.009980,0.017824,0.017698,0.035843,0.020447,0.018442,0.030080,0.026002,0.353061,0.035429,0.030610,0.275314,0.002356,0.056777,2.021949,0.648620,0.936341,0.473015,0.496824,0.376368,0.326958,0.261815,0.252732,0.327130,0.279159,0.308285,0.314941,0.019369,0.009610,0.015685,0.007126,0.014541,0.009521,0.005210,0.011232,0.019574,0.017028,0.038023,0.019578,0.008593,anger
0.067907,0.035861,2.968533,0.126213,0.143643,0.511444,0.001748,0.100443,-22.501163,1.097954,-0.493093,0.076620,-0.277439,-0.400596,-0.557379,-0.484798,-0.361655,0.194384,0.344737,0.333234,-0.023492,0.001862,0.004371,0.009863,0.008680,0.006555,0.007762,0.011419,0.026381,0.016059,0.011520,0.003981,0.002872,0.012573,0.035395,0.035999,0.283994,0.029478,0.020801,0.340816,0.001205,0.065381,1.369138,0.421809,0.806064,0.302854,0.344016,0.328027,0.264935,0.252943,0.272737,0.341371,0.260173,0.197854,0.356580,0.002212,0.007249,0.014379,0.006976,0.006069,0.006694,0.011045,0.025119,0.022221,0.014258,0.003385,0.002169,0.005283,anger
0.060359,0.008689,2.895760,0.121797,0.162667,0.446317,0.002436,0.095986,-27.166969,2.164784,0.085483,0.075504,-0.250978,0.216443,-0.009649,-0.470059,-0.198862,0.117566,-0.031988,-0.047441,-0.036541,0.014541,0.008298,0.022798,0.022210,0.012278,0.016210,0.018569,0.021125,0.013781,0.017647,0.025414,0.014739,0.014368,0.034722,0.012240,0.327229,0.030085,0.027295,0.270942,0.001615,0.065408,2.189337,0.540305,0.576828,0.332172,0.290370,0.188700,0.180954,0.200364,0.161220,0.143516,0.131813,0.124010,0.131803,0.009124,0.005649,0.007616,0.007896,0.008567,0.011612,0.009382,0.009329,0.012264,0.013158,0.030112,0.012932,0.006978,anger
0.064812,0.043555,2.902831,0.124316,0.143693,0.631922,0.002312,0.105577,-22.795451,1.770367,0.479841,-0.692670,-0.707343,-0.104580,-0.089922,0.127548,-0.136565,0.070549,-0.088577,0.177160,0.047929,0.010221,0.006979,0.011089,0.004957,0.018660,0.018012,0.008984,0.007727,0.006035,0.023659,0.009281,0.019518,0.014360,0.044128,0.034587,0.385684,0.039927,0.027340,0.556272,0.001308,0.090180,2.278491,0.663904,0.538212,0.386255,0.323812,0.299957,0.397713,0.187894,0.208027,0.202884,0.168009,0.170693,0.178923,0.012534,0.006898,0.012930,0.005830,0.019655,0.013752,0.007206,0.006982,0.007534,0.033961,0.013708,0.019040,0.008704,anger
0.060061,0.037816,2.963560,0.106285,0.129977,0.404375,0.001495,0.085832,-22.625723,0.363008,-0.911169,0.577501,-0.287532,0.163880,-0.286371,0.010978,-0.114133,-0.013575,-0.294705,0.203006,-0.179547,0.007024,0.005314,0.004480,0.002960,0.008356,0.008375,0.008482,0.006097,0.004414,0.007372,0.009685,0.008185,0.006752,0.005192,0.033989,0.257720,0.011184,0.023739,0.094314,0.000564,0.012494,2.445940,0.606459,0.658540,0.683248,0.349038,0.220578,0.307638,0.219499,0.214720,0.165991,0.164982,0.171567,0.197136,0.008511,0.007897,0.003149,0.002412,0.010690,0.009849,0.011578,0.011497,0.005153,0.006313,0.007287,0.006885,0.005361,anger
0.086450,0.045367,2.839585,0.149308,0.153565,0.621054,0.001937,0.126022,-22.578741,0.745396,-0.880262,-0.050202,-0.160793,-0.231097,-0.508491,-0.327775,-0.410661,-0.053937,0.060431,0.372601,0.042390,0.014415,0.007515,0.007236,0.006453,0.007125,0.007716,0.009469,0.011777,0.010333,0.006450,0.004556,0.005444,0.013444,0.053385,0.023956,0.441652,0.043401,0.021190,0.449011,0.001184,0.095683,1.059884,0.602108,0.658612,0.415202,0.339692,0.380752,0.274886,0.341547,0.373566,0.481722,0.320937,0.423759,0.332972,0.025472,0.011586,0.013754,0.013469,0.009431,0.010226,0.008977,0.019439,0.010107,0.012917,0.007441,0.007844,0.008359,anger
0.135963,0.020405,3.027843,0.185608,0.152830,1.280406,0.000975,0.225894,-23.081485,0.514585,-0.256498,-0.375944,-0.583722,-0.569242,-0.386050,-0.187185,0.217409,0.360507,0.000414,-0.216910,-0.216893,0.010721,0.004344,0.003659,0.003155,0.004390,0.004836,0.004940,0.005187,0.004453,0.010084,0.016101,0.012368,0.008322,0.062847,0.013642,0.271748,0.045133,0.014992,0.649173,0.000597,0.122541,1.540687,0.470767,0.655768,0.280728,0.489359,0.351822,0.331924,0.349094,0.317370,0.306081,0.337325,0.253292,0.290640,0.013774,0.004270,0.004752,0.005001,0.005257,0.005360,0.004439,0.005083,0.005733,0.010476,0.026810,0.013318,0.007472,anger
0.084054,0.012903,2.785397,0.134140,0.147230,0.543862,0.002232,0.116272,-24.718537,0.568306,-0.997404,-0.573756,-0.585061,-0.423955,-0.450652,-0.510352,-0.286179,0.053869,0.344243,0.340278,0.117860,0.002278,0.004255,0.003931,0.004414,0.004876,0.006558,0.027712,0.019987,0.005741,0.014587,0.007558,0.001938,0.016264,0.042997,0.014605,0.473844,0.044979,0.031911,0.391820,0.001301,0.089984,1.444951,0.751688,0.927178,0.470525,0.427323,0.350670,0.426578,0.308918,0.455993,0.315909,0.289597,0.385597,0.307277,0.002985,0.008684,0.008640,0.006236,0.008583,0.007889,0.025460,0.025691,0.006720,0.024907,0.014667,0.003280,0.007728,happyness
0.084054,0.012903,2.785397,0.134140,0.147230,0.543862,0.002232,0.116272,-24.718537,0.568306,-0.997404,-0.573756,-0.585061,-0.423955,-0.450652,-0.510352,-0.286179,0.053869,0.344243,0.340278,0.117860,0.002278,0.004255,0.003931,0.004414,0.004876,0.006558,0.027712,0.019987,0.005741,0.014587,0.007558,0.001938,0.016264,0.042997,0.014605,0.473844,0.044979,0.031911,0.391820,0.001301,0.089984,1.444951,0.751688,0.927178,0.470525,0.427323,0.350670,0.426578,0.308918,0.455993,0.315909,0.289597,0.385597,0.307277,0.002985,0.008684,0.008640,0.006236,0.008583,0.007889,0.025460,0.025691,0.006720,0.024907,0.014667,0.003280,0.007728,happyness
0.098455,0.005078,2.863523,0.146220,0.133784,0.795046,0.002250,0.148409,-27.207125,0.395263,-0.579757,-1.058489,-0.375780,-0.070302,-0.248983,-0.327162,-0.331289,-0.396241,-0.103515,-0.000770,0.054764,0.003281,0.008399,0.011013,0.015730,0.006560,0.012749,0.008064,0.006736,0.003522,0.003524,0.001347,0.001383,0.010470,0.059934,0.006240,0.385565,0.051912,0.026283,0.491505,0.001561,0.089404,2.364795,0.953004,0.608442,0.667903,0.475887,0.380523,0.312405,0.346302,0.272857,0.299428,0.425629,0.418591,0.367147,0.003934,0.013002,0.016781,0.029545,0.011380,0.015635,0.010560,0.009303,0.005033,0.005217,0.001655,0.001311,0.009180,happyness
0.098455,0.005078,2.863523,0.146220,0.133784,0.795046,0.002250,0.148409,-27.207125,0.395263,-0.579757,-1.058489,-0.375780,-0.070302,-0.248983,-0.327162,-0.331289,-0.396241,-0.103515,-0.000770,0.054764,0.003281,0.008399,0.011013,0.015730,0.006560,0.012749,0.008064,0.006736,0.003522,0.003524,0.001347,0.001383,0.010470,0.059934,0.006240,0.385565,0.051912,0.026283,0.491505,0.001561,0.089404,2.364795,0.953004,0.608442,0.667903,0.475887,0.380523,0.312405,0.346302,0.272857,0.299428,0.425629,0.418591,0.367147,0.003934,0.013002,0.016781,0.029545,0.011380,0.015635,0.010560,0.009303,0.005033,0.005217,0.001655,0.001311,0.009180,happyness
0.058317,0.006630,2.770202,0.119601,0.137984,0.531535,0.002572,0.092144,-26.582644,0.778754,-0.610550,-0.841550,-0.349264,-0.186721,-0.139953,-0.182376,-0.319824,-0.574545,-0.474942,-0.169287,0.021680,0.015919,0.026515,0.011863,0.027754,0.008582,0.005402,0.004551,0.002315,0.002034,0.004832,0.001814,0.002456,0.018310,0.024839,0.006771,0.409242,0.028594,0.029011,0.391902,0.001550,0.049745,1.305946,0.661314,1.110789,0.588651,0.443748,0.405939,0.389071,0.398532,0.402267,0.307735,0.433665,0.397145,0.405236,0.033045,0.025093,0.013250,0.037697,0.013208,0.009488,0.007393,0.002798,0.003285,0.007880,0.002876,0.003144,0.012028,happyness
0.058317,0.006630,2.770202,0.119601,0.137984,0.531535,0.002572,0.092144,-26.582644,0.778754,-0.610550,-0.841550,-0.349264,-0.186721,-0.139953,-0.182376,-0.319824,-0.574545,-0.474942,-0.169287,0.021680,0.015919,0.026515,0.011863,0.027754,0.008582,0.005402,0.004551,0.002315,0.002034,0.004832,0.001814,0.002456,0.018310,0.024839,0.006771,0.409242,0.028594,0.029011,0.391902,0.001550,0.049745,1.305946,0.661314,1.110789,0.588651,0.443748,0.405939,0.389071,0.398532,0.402267,0.307735,0.433665,0.397145,0.405236,0.033045,0.025093,0.013250,0.037697,0.013208,0.009488,0.007393,0.002798,0.003285,0.007880,0.002876,0.003144,0.012028,happyness
0.061874,0.005955,2.544825,0.116116,0.137669,0.439466,0.002309,0.091809,-26.716473,0.667046,-1.330677,-0.639611,-0.345000,-0.000769,-0.678173,-0.209747,-0.323325,-0.421641,-0.325949,0.021307,0.134135,0.004954,0.009626,0.010037,0.012849,0.008849,0.023975,0.013670,0.007838,0.004827,0.003526,0.002342,0.005580,0.012738,0.022196,0.007125,0.333420,0.029066,0.031716,0.271211,0.001046,0.042027,1.650389,0.766449,0.731855,0.530704,0.323608,0.347739,0.321305,0.293363,0.303010,0.267650,0.410337,0.387860,0.373777,0.006908,0.015277,0.018158,0.015508,0.006757,0.015187,0.013346,0.013040,0.005275,0.003778,0.002504,0.007618,0.007718,happyness
0.061874,0.005955,2.544825,0.116116,0.137669,0.439466,0.002309,0.091809,-26.716473,0.667046,-1.330677,-0.639611,-0.345000,-0.000769,-0.678173,-0.209747,-0.323325,-0.421641,-0.325949,0.021307,0.134135,0.004954,0.009626,0.010037,0.012849,0.008849,0.023975,0.013670,0.007838,0.004827,0.003526,0.002342,0.005580,0.012738,0.022196,0.007125,0.333420,0.029066,0.031716,0.271211,0.001046,0.042027,1.650389,0.766449,0.731855,0.530704,0.323608,0.347739,0.321305,0.293363,0.303010,0.267650,0.410337,0.387860,0.373777,0.006908,0.015277,0.018158,0.015508,0.006757,0.015187,0.013346,0.013040,0.005275,0.003778,0.002504,0.007618,0.007718,happyness
0.077330,0.010382,2.604833,0.129007,0.143847,0.501947,0.002611,0.101597,-26.052337,0.289517,-1.380627,-0.715057,-0.373429,-0.443168,-0.505419,-0.745621,-0.038173,0.074406,0.516608,0.354594,-0.075844,0.003220,0.002851,0.002769,0.001973,0.001660,0.006312,0.014374,0.013123,0.021169,0.006008,0.004332,0.001667,0.011309,0.050073,0.021564,0.478535,0.044967,0.043790,0.333765,0.002052,0.077275,1.735845,0.749964,0.836837,0.424594,0.506878,0.425367,0.494541,0.299233,0.423167,0.489064,0.267055,0.393745,0.304490,0.004868,0.003164,0.003636,0.002755,0.002034,0.009730,0.020833,0.014922,0.027183,0.008536,0.006694,0.002437,0.007153,happyness
0.077330,0.010382,2.604833,0.129007,0.143847,0.501947,0.002611,0.101597,-26.052337,0.289517,-1.380627,-0.715057,-0.373429,-0.443168,-0.505419,-0.745621,-0.038173,0.074406,0.516608,0.354594,-0.075844,0.003220,0.002851,0.002769,0.001973,0.001660,0.006312,0.014374,0.013123,0.021169,0.006008,0.004332,0.001667,0.011309,0.050073,0.021564,0.478535,0.044967,0.043790,0.333765,0.002052,0.077275,1.735845,0.749964,0.836837,0.424594,0.506878,0.425367,0.494541,0.299233,0.423167,0.489064,0.267055,0.393745,0.304490,0.004868,0.003164,0.003636,0.002755,0.002034,0.009730,0.020833,0.014922,0.027183,0.008536,0.006694,0.002437,0.007153,happyness
0.071913,0.011532,2.562083,0.129812,0.136428,0.622461,0.001883,0.111143,-25.229935,0.338732,-1.414544,-1.051832,-0.288185,0.304765,-0.287714,-0.557590,-0.032655,0.139499,-0.284587,0.049743,-0.303312,0.005759,0.006087,0.003469,0.004575,0.003733,0.005522,0.010088,0.009579,0.015666,0.005045,0.002745,0.003876,0.008947,0.026715,0.012130,0.427858,0.035099,0.031803,0.384571,0.001160,0.062615,2.262596,0.624699,0.627762,0.378587,0.361597,0.328421,0.238118,0.330580,0.251128,0.375805,0.366002,0.396334,0.344005,0.013242,0.009097,0.004172,0.006536,0.006532,0.003555,0.011121,0.008319,0.012893,0.006970,0.001972,0.006450,0.003943,happyness
0.071913,0.011532,2.562083,0.129812,0.136428,0.622461,0.001883,0.111143,-25.229935,0.338732,-1.414544,-1.051832,-0.288185,0.304765,-0.287714,-0.557590,-0.032655,0.139499,-0.284587,0.049743,-0.303312,0.005759,0.006087,0.003469,0.004575,0.003733,0.005522,0.010088,0.009579,0.015666,0.005045,0.002745,0.003876,0.008947,0.026715,0.012130,0.427858,0.035099,0.031803,0.384571,0.001160,0.062615,2.262596,0.624699,0.627762,0.378587,0.361597,0.328421,0.238118,0.330580,0.251128,0.375805,0.366002,0.396334,0.344005,0.013242,0.009097,0.004172,0.006536,0.006532,0.003555,0.011121,0.008319,0.012893,0.006970,0.001972,0.006450,0.003943,happyness
0.063642,0.016786,2.597153,0.112239,0.128707,0.442714,0.003398,0.087387,-25.083351,-0.266239,-1.539127,-0.834122,-0.845645,-0.163858,-0.149751,0.071268,0.761146,0.147362,-0.207040,-0.192275,0.010778,0.011011,0.011329,0.009941,0.003015,0.001615,0.001717,0.004064,0.002517,0.007363,0.004412,0.007198,0.015530,0.011623,0.024461,0.014628,0.502518,0.027494,0.034188,0.285697,0.002921,0.039274,1.797435,1.124699,0.631941,0.629344,0.509240,0.545844,0.506733,0.540792,0.378834,0.437956,0.442470,0.293973,0.265349,0.013197,0.016371,0.017401,0.004796,0.002592,0.002267,0.007529,0.005498,0.019692,0.007005,0.009925,0.022122,0.007827,happyness
0.063642,0.016786,2.597153,0.112239,0.128707,0.442714,0.003398,0.087387,-25.083351,-0.266239,-1.539127,-0.834122,-0.845645,-0.163858,-0.149751,0.071268,0.761146,0.147362,-0.207040,-0.192275,0.010778,0.011011,0.011329,0.009941,0.003015,0.001615,0.001717,0.004064,0.002517,0.007363,0.004412,0.007198,0.015530,0.011623,0.024461,0.014628,0.502518,0.027494,0.034188,0.285697,0.002921,0.039274,1.797435,1.124699,0.631941,0.629344,0.509240,0.545844,0.506733,0.540792,0.378834,0.437956,0.442470,0.293973,0.265349,0.013197,0.016371,0.017401,0.004796,0.002592,0.002267,0.007529,0.005498,0.019692,0.007005,0.009925,0.022122,0.007827,happyness
0.049535,0.023194,2.948843,0.098554,0.116818,0.363784,0.003736,0.079842,-24.760146,0.662304,-2.268969,-1.093476,0.123722,-0.560103,-0.010643,-0.023486,-0.026219,-0.117852,0.091810,-0.077240,-0.001605,0.010195,0.002772,0.024001,0.004749,0.006213,0.007007,0.014870,0.006112,0.003336,0.002777,0.006304,0.006933,0.014197,0.017344,0.016834,0.395277,0.024122,0.023744,0.256826,0.002172,0.037060,1.978278,0.730246,0.809341,0.478135,0.538086,0.419109,0.398604,0.439060,0.458829,0.511802,0.525819,0.342313,0.321544,0.022169,0.004273,0.048127,0.006779,0.008501,0.008200,0.018471,0.007610,0.004077,0.004953,0.006423,0.007169,0.011325,happyness
0.049535,0.023194,2.948843,0.098554,0.116818,0.363784,0.003736,0.079842,-24.760146,0.662304,-2.268969,-1.093476,0.123722,-0.560103,-0.010643,-0.023486,-0.026219,-0.117852,0.091810,-0.077240,-0.001605,0.010195,0.002772,0.024001,0.004749,0.006213,0.007007,0.014870,0.006112,0.003336,0.002777,0.006304,0.006933,0.014197,0.017344,0.016834,0.395277,0.024122,0.023744,0.256826,0.002172,0.037060,1.978278,0.730246,0.809341,0.478135,0.538086,0.419109,0.398604,0.439060,0.458829,0.511802,0.525819,0.342313,0.321544,0.022169,0.004273,0.048127,0.006779,0.008501,0.008200,0.018471,0.007610,0.004077,0.004953,0.006423,0.007169,0.011325,happyness
0.051009,0.021496,2.670999,0.111579,0.138892,0.336406,0.002813,0.079545,-23.921144,0.789673,-1.068269,-0.176145,-0.331029,-0.339685,-0.473856,-0.299681,-0.287068,-0.320711,0.128831,0.121869,-0.165898,0.006520,0.028475,0.008972,0.004925,0.005000,0.010202,0.014256,0.008632,0.004186,0.006576,0.004724,0.003664,0.014767,0.019020,0.018768,0.441958,0.037505,0.040727,0.228019,0.002132,0.049668,2.426624,0.976124,0.614918,0.641891,0.228813,0.273785,0.360047,0.394375,0.311888,0.348571,0.518418,0.609827,0.359047,0.014258,0.049031,0.019181,0.004649,0.004608,0.014461,0.016913,0.011133,0.005124,0.015749,0.008320,0.005369,0.012641,happyness
0.051009,0.021496,2.670999,0.111579,0.138892,0.336406,0.002813,0.079545,-23.921144,0.789673,-1.068269,-0.176145,-0.331029,-0.339685,-0.473856,-0.299681,-0.287068,-0.320711,0.128831,0.121869,-0.165898,0.006520,0.028475,0.008972,0.004925,0.005000,0.010202,0.014256,0.008632,0.004186,0.006576,0.004724,0.003664,0.014767,0.019020,0.018768,0.441958,0.037505,0.040727,0.228019,0.002132,0.049668,2.426624,0.976124,0.614918,0.641891,0.228813,0.273785,0.360047,0.394375,0.311888,0.348571,0.518418,0.609827,0.359047,0.014258,0.049031,0.019181,0.004649,0.004608,0.014461,0.016913,0.011133,0.005124,0.015749,0.008320,0.005369,0.012641,happyness
0.092948,0.005408,2.933395,0.158507,0.155754,0.732452,0.002081,0.164935,-25.859547,1.852892,-0.675186,-0.019293,-0.011228,-0.108936,-0.062859,0.044010,-0.045742,-0.077926,-0.127554,-0.097902,-0.150085,0.013744,0.009257,0.009169,0.009825,0.009970,0.007257,0.004194,0.006370,0.012650,0.012272,0.015275,0.012549,0.011695,0.086593,0.007956,0.357889,0.091898,0.035832,0.762021,0.001480,0.167154,1.406058,0.699397,0.643179,0.455446,0.309807,0.249042,0.265446,0.264175,0.219545,0.204423,0.210762,0.251842,0.269386,0.024152,0.011517,0.009187,0.013258,0.010937,0.007092,0.004306,0.006658,0.020028,0.013535,0.018442,0.012821,0.008757,happyness
0.092948,0.005408,2.933395,0.158507,0.155754,0.732452,0.002081,0.164935,-25.859547,1.852892,-0.675186,-0.019293,-0.011228,-0.108936,-0.062859,0.044010,-0.045742,-0.077926,-0.127554,-0.097902,-0.150085,0.013744,0.009257,0.009169,0.009825,0.009970,0.007257,0.004194,0.006370,0.012650,0.012272,0.015275,0.012549,0.011695,0.086593,0.007956,0.357889,0.091898,0.035832,0.762021,0.001480,0.167154,1.406058,0.699397,0.643179,0.455446,0.309807,0.249042,0.265446,0.264175,0.219545,0.204423,0.210762,0.251842,0.269386,0.024152,0.011517,0.009187,0.013258,0.010937,0.007092,0.004306,0.006658,0.020028,0.013535,0.018442,0.012821,0.008757,happyness
0.056246,0.024439,3.013921,0.111724,0.137972,0.369867,0.002367,0.080187,-23.781949,0.481681,-1.482390,0.039355,0.354007,-0.292016,-0.117498,-0.444376,-0.144963,0.196113,0.029402,0.239861,-0.096540,0.003313,0.006077,0.007875,0.004605,0.006349,0.006627,0.006191,0.009417,0.006431,0.007991,0.005320,0.012531,0.009750,0.018928,0.021502,0.257256,0.023360,0.024328,0.211791,0.001599,0.038988,0.984685,0.907205,0.412484,0.450403,0.345044,0.378670,0.263704,0.273562,0.416356,0.405111,0.414850,0.424870,0.228173,0.005344,0.011976,0.013188,0.010397,0.009935,0.008892,0.007407,0.009729,0.007785,0.013204,0.008818,0.010354,0.005597,happyness
0.056246,0.024439,3.013921,0.111724,0.137972,0.369867,0.002367,0.080187,-23.781949,0.481681,-1.482390,0.039355,0.354007,-0.292016,-0.117498,-0.444376,-0.144963,0.196113,0.029402,0.239861,-0.096540,0.003313,0.006077,0.007875,0.004605,0.006349,0.006627,0.006191,0.009417,0.006431,0.007991,0.005320,0.012531,0.009750,0.018928,0.021502,0.257256,0.023360,0.024328,0.211791,0.001599,0.038988,0.984685,0.907205,0.412484,0.450403,0.345044,0.378670,0.263704,0.273562,0.416356,0.405111,0.414850,0.424870,0.228173,0.005344,0.011976,0.013188,0.010397,0.009935,0.008892,0.007407,0.009729,0.007785,0.013204,0.008818,0.010354,0.005597,happyness
0.035264,0.008326,3.174987,0.105803,0.143282,0.323653,0.002649,0.050207,-25.563551,1.946541,0.299695,-0.037963,0.179070,0.239989,-0.147003,-0.067889,-0.114121,-0.380401,-0.377826,-0.339672,-0.056908,0.007773,0.055564,0.118644,0.019638,0.016785,0.011993,0.002022,0.022027,0.003446,0.015360,0.001766,0.033976,0.043873,0.012285,0.009659,0.102377,0.027054,0.025257,0.182848,0.001369,0.032111,1.310851,0.549515,0.493739,0.514058,0.354911,0.349458,0.307445,0.247412,0.259289,0.234848,0.303017,0.260573,0.223703,0.011216,0.066331,0.084490,0.022613,0.025679,0.013543,0.001829,0.019017,0.003423,0.016595,0.001577,0.038126,0.019181,happyness
0.035264,0.008326,3.174987,0.105803,0.143282,0.323653,0.002649,0.050207,-25.563551,1.946541,0.299695,-0.037963,0.179070,0.239989,-0.147003,-0.067889,-0.114121,-0.380401,-0.377826,-0.339672,-0.056908,0.007773,0.055564,0.118644,0.019638,0.016785,0.011993,0.002022,0.022027,0.003446,0.015360,0.001766,0.033976,0.043873,0.012285,0.009659,0.102377,0.027054,0.025257,0.182848,0.001369,0.032111,1.310851,0.549515,0.493739,0.514058,0.354911,0.349458,0.307445,0.247412,0.259289,0.234848,0.303017,0.260573,0.223703,0.011216,0.066331,0.084490,0.022613,0.025679,0.013543,0.001829,0.019017,0.003423,0.016595,0.001577,0.038126,0.019181,happyness
0.045846,0.009026,3.023500,0.105221,0.152564,0.255220,0.002881,0.061762,-25.372511,2.006786,-0.587015,0.141754,0.398091,-0.128168,-0.097981,0.138575,-0.407497,-0.327805,0.115868,0.264937,0.328334,0.002218,0.003886,0.037660,0.009037,0.030928,0.022181,0.009200,0.014971,0.003307,0.009322,0.005145,0.016508,0.017317,0.017888,0.009682,0.276747,0.027119,0.035333,0.200240,0.001437,0.026416,1.267354,0.878075,0.528765,0.592890,0.301325,0.352487,0.437907,0.265833,0.487440,0.601280,0.273576,0.284797,0.307926,0.002238,0.003314,0.038301,0.011079,0.037762,0.017701,0.011813,0.013361,0.004492,0.012029,0.008853,0.014660,0.011512,happyness
0.045846,0.009026,3.023500,0.105221,0.152564,0.255220,0.002881,0.061762,-25.372511,2.006786,-0.587015,0.141754,0.398091,-0.128168,-0.097981,0.138575,-0.407497,-0.327805,0.115868,0.264937,0.328334,0.002218,0.003886,0.037660,0.009037,0.030928,0.022181,0.009200,0.014971,0.003307,0.009322,0.005145,0.016508,0.017317,0.017888,0.009682,0.276747,0.027119,0.035333,0.200240,0.001437,0.026416,1.267354,0.878075,0.528765,0.592890,0.301325,0.352487,0.437907,0.265833,0.487440,0.601280,0.273576,0.284797,0.307926,0.002238,0.003314,0.038301,0.011079,0.037762,0.017701,0.011813,0.013361,0.004492,0.012029,0.008853,0.014660,0.011512,happyness
