@RELATION models/SVM_port_single
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {anger,happyness,neutral,sadness}

@DATA
0.032958,0.033692,3.051789,0.114877,0.170752,0.198196,0.003218,0.033805,-23.518377,2.599422,0.228387,-0.092405,0.275846,0.130548,0.118131,0.020565,0.039645,-0.209811,-0.086630,-0.039386,0.177012,0.005412,0.013787,0.098276,0.014651,0.033070,0.032429,0.004521,0.042619,0.008244,0.027751,0.004091,0.032748,0.037924,0.016326,0.020645,0.208096,0.028842,0.025032,0.161565,0.002582,0.022615,1.243188,0.582503,0.592996,0.545913,0.317259,0.353239,0.410059,0.264203,0.219708,0.357303,0.394337,0.287118,0.300226,0.005290,0.020480,0.106348,0.013138,0.035018,0.031622,0.004187,0.036371,0.011328,0.026801,0.004151,0.022871,0.023842,happyness
0.032958,0.033692,3.051789,0.114877,0.170752,0.198196,0.003218,0.033805,-23.518377,2.599422,0.228387,-0.092405,0.275846,0.130548,0.118131,0.020565,0.039645,-0.209811,-0.086630,-0.039386,0.177012,0.005412,0.013787,0.098276,0.014651,0.033070,0.032429,0.004521,0.042619,0.008244,0.027751,0.004091,0.032748,0.037924,0.016326,0.020645,0.208096,0.028842,0.025032,0.161565,0.002582,0.022615,1.243188,0.582503,0.592996,0.545913,0.317259,0.353239,0.410059,0.264203,0.219708,0.357303,0.394337,0.287118,0.300226,0.005290,0.020480,0.106348,0.013138,0.035018,0.031622,0.004187,0.036371,0.011328,0.026801,0.004151,0.022871,0.023842,happyness
0.031756,0.020380,2.983069,0.114856,0.165837,0.238517,0.003341,0.038647,-24.011957,2.397355,0.626073,0.003725,-0.052567,0.270153,-0.161773,0.014746,-0.100002,-0.274138,-0.310088,0.145858,0.124508,0.009517,0.028295,0.080254,0.022847,0.029937,0.043315,0.011598,0.040835,0.004991,0.017211,0.004691,0.017814,0.033063,0.013358,0.012021,0.213825,0.021368,0.020909,0.137948,0.002283,0.033570,0.935086,0.455174,0.360062,0.300068,0.383713,0.263258,0.209312,0.198727,0.275533,0.193222,0.314547,0.242730,0.279809,0.011518,0.040638,0.047371,0.033724,0.026220,0.029642,0.012845,0.025475,0.003966,0.012418,0.003967,0.012433,0.013698,happyness
0.031756,0.020380,2.983069,0.114856,0.165837,0.238517,0.003341,0.038647,-24.011957,2.397355,0.626073,0.003725,-0.052567,0.270153,-0.161773,0.014746,-0.100002,-0.274138,-0.310088,0.145858,0.124508,0.009517,0.028295,0.080254,0.022847,0.029937,0.043315,0.011598,0.040835,0.004991,0.017211,0.004691,0.017814,0.033063,0.013358,0.012021,0.213825,0.021368,0.020909,0.137948,0.002283,0.033570,0.935086,0.455174,0.360062,0.300068,0.383713,0.263258,0.209312,0.198727,0.275533,0.193222,0.314547,0.242730,0.279809,0.011518,0.040638,0.047371,0.033724,0.026220,0.029642,0.012845,0.025475,0.003966,0.012418,0.003967,0.012433,0.013698,happyness
0.063310,0.036058,3.047060,0.127152,0.148738,0.486903,0.002321,0.087369,-23.314594,-0.116495,-0.708577,-0.084046,-0.578604,-0.049954,0.181806,-0.121979,-0.153937,0.417954,0.301972,-0.022320,-0.172175,0.003777,0.001689,0.002565,0.001195,0.002768,0.004486,0.010063,0.008454,0.007401,0.005246,0.006621,0.018948,0.011849,0.015667,0.017922,0.257036,0.015819,0.025530,0.231300,0.001247,0.029195,0.777519,0.908003,0.412921,0.392816,0.415169,0.407336,0.381887,0.481188,0.458030,0.320269,0.309328,0.259454,0.201272,0.008396,0.001779,0.003473,0.001493,0.004459,0.007143,0.012862,0.013613,0.012754,0.007080,0.009784,0.031745,0.009801,happyness
0.063310,0.036058,3.047060,0.127152,0.148738,0.486903,0.002321,0.087369,-23.314594,-0.116495,-0.708577,-0.084046,-0.578604,-0.049954,0.181806,-0.121979,-0.153937,0.417954,0.301972,-0.022320,-0.172175,0.003777,0.001689,0.002565,0.001195,0.002768,0.004486,0.010063,0.008454,0.007401,0.005246,0.006621,0.018948,0.011849,0.015667,0.017922,0.257036,0.015819,0.025530,0.231300,0.001247,0.029195,0.777519,0.908003,0.412921,0.392816,0.415169,0.407336,0.381887,0.481188,0.458030,0.320269,0.309328,0.259454,0.201272,0.008396,0.001779,0.003473,0.001493,0.004459,0.007143,0.012862,0.013613,0.012754,0.007080,0.009784,0.031745,0.009801,happyness
0.038464,0.037998,2.979148,0.100399,0.144303,0.226434,0.003132,0.050794,-22.980399,2.488494,-0.022794,-0.337043,-0.848984,0.023858,0.079618,-0.061860,-0.183353,0.112171,-0.229907,-0.019027,-0.084607,0.008235,0.011782,0.012455,0.009593,0.006703,0.008557,0.006817,0.035558,0.013460,0.030508,0.010154,0.010400,0.020669,0.029641,0.021291,0.198643,0.035790,0.027585,0.225742,0.001899,0.058481,1.270474,0.610141,0.686879,0.381220,0.466955,0.440601,0.302601,0.269177,0.341296,0.377085,0.437545,0.289542,0.394629,0.011156,0.017320,0.015943,0.016094,0.009371,0.011487,0.008733,0.043514,0.017197,0.039298,0.013300,0.011390,0.011068,happyness
0.038464,0.037998,2.979148,0.100399,0.144303,0.226434,0.003132,0.050794,-22.980399,2.488494,-0.022794,-0.337043,-0.848984,0.023858,0.079618,-0.061860,-0.183353,0.112171,-0.229907,-0.019027,-0.084607,0.008235,0.011782,0.012455,0.009593,0.006703,0.008557,0.006817,0.035558,0.013460,0.030508,0.010154,0.010400,0.020669,0.029641,0.021291,0.198643,0.035790,0.027585,0.225742,0.001899,0.058481,1.270474,0.610141,0.686879,0.381220,0.466955,0.440601,0.302601,0.269177,0.341296,0.377085,0.437545,0.289542,0.394629,0.011156,0.017320,0.015943,0.016094,0.009371,0.011487,0.008733,0.043514,0.017197,0.039298,0.013300,0.011390,0.011068,happyness
0.071044,0.020100,2.629449,0.158394,0.167819,0.707840,0.001454,0.118255,-25.512506,1.665231,0.161600,-0.072909,-0.302469,0.152785,0.052466,0.401092,-0.014363,0.081003,-0.011457,-0.053166,-0.097609,0.007083,0.021266,0.017610,0.015854,0.028093,0.026836,0.013785,0.022732,0.010605,0.026754,0.005143,0.025551,0.018490,0.023540,0.028988,0.390559,0.026329,0.020916,0.400396,0.001035,0.074921,1.923366,0.649771,0.475855,0.277815,0.471945,0.145833,0.308750,0.244238,0.242144,0.237839,0.319247,0.229347,0.195324,0.006555,0.013082,0.012981,0.020622,0.031642,0.021652,0.008579,0.019937,0.008730,0.022053,0.003391,0.021427,0.009609,happyness
0.071044,0.020100,2.629449,0.158394,0.167819,0.707840,0.001454,0.118255,-25.512506,1.665231,0.161600,-0.072909,-0.302469,0.152785,0.052466,0.401092,-0.014363,0.081003,-0.011457,-0.053166,-0.097609,0.007083,0.021266,0.017610,0.015854,0.028093,0.026836,0.013785,0.022732,0.010605,0.026754,0.005143,0.025551,0.018490,0.023540,0.028988,0.390559,0.026329,0.020916,0.400396,0.001035,0.074921,1.923366,0.649771,0.475855,0.277815,0.471945,0.145833,0.308750,0.244238,0.242144,0.237839,0.319247,0.229347,0.195324,0.006555,0.013082,0.012981,0.020622,0.031642,0.021652,0.008579,0.019937,0.008730,0.022053,0.003391,0.021427,0.009609,happyness
0.061166,0.021155,2.975287,0.121038,0.143325,0.483181,0.002011,0.084744,-23.252227,2.284519,-0.005302,-0.397434,-0.566356,-0.192161,0.033116,-0.133495,-0.306108,0.071649,0.062690,-0.183052,-0.009822,0.018821,0.009398,0.012311,0.010527,0.021298,0.017371,0.010016,0.013548,0.011610,0.011596,0.016433,0.008219,0.013209,0.048996,0.019175,0.294175,0.041912,0.021847,0.499892,0.001160,0.097181,1.243022,0.528927,0.474595,0.246093,0.373054,0.206329,0.309633,0.220851,0.307829,0.163846,0.167920,0.161082,0.170107,0.016938,0.008988,0.010736,0.014158,0.024895,0.012704,0.008926,0.012323,0.010507,0.011004,0.020855,0.009519,0.008263,happyness
0.061166,0.021155,2.975287,0.121038,0.143325,0.483181,0.002011,0.084744,-23.252227,2.284519,-0.005302,-0.397434,-0.566356,-0.192161,0.033116,-0.133495,-0.306108,0.071649,0.062690,-0.183052,-0.009822,0.018821,0.009398,0.012311,0.010527,0.021298,0.017371,0.010016,0.013548,0.011610,0.011596,0.016433,0.008219,0.013209,0.048996,0.019175,0.294175,0.041912,0.021847,0.499892,0.001160,0.097181,1.243022,0.528927,0.474595,0.246093,0.373054,0.206329,0.309633,0.220851,0.307829,0.163846,0.167920,0.161082,0.170107,0.016938,0.008988,0.010736,0.014158,0.024895,0.012704,0.008926,0.012323,0.010507,0.011004,0.020855,0.009519,0.008263,happyness
0.099168,0.009686,2.925404,0.159049,0.156922,0.934590,0.001112,0.177147,-25.120705,0.953012,-0.126864,0.269768,-0.051593,0.179971,-0.086779,-0.159480,-0.131628,-0.248505,-0.207256,-0.109678,-0.087838,0.018153,0.024077,0.012609,0.007039,0.019172,0.009428,0.005632,0.007229,0.006737,0.018992,0.012634,0.012003,0.013485,0.040311,0.013267,0.296368,0.037376,0.023355,0.458745,0.000549,0.107312,1.607799,0.660184,0.528903,0.394005,0.295795,0.256562,0.268665,0.196861,0.221963,0.346268,0.298745,0.311815,0.337211,0.019774,0.024768,0.009039,0.006668,0.023583,0.011428,0.004288,0.007235,0.005800,0.017984,0.014514,0.011704,0.008057,happyness
0.099168,0.009686,2.925404,0.159049,0.156922,0.934590,0.001112,0.177147,-25.120705,0.953012,-0.126864,0.269768,-0.051593,0.179971,-0.086779,-0.159480,-0.131628,-0.248505,-0.207256,-0.109678,-0.087838,0.018153,0.024077,0.012609,0.007039,0.019172,0.009428,0.005632,0.007229,0.006737,0.018992,0.012634,0.012003,0.013485,0.040311,0.013267,0.296368,0.037376,0.023355,0.458745,0.000549,0.107312,1.607799,0.660184,0.528903,0.394005,0.295795,0.256562,0.268665,0.196861,0.221963,0.346268,0.298745,0.311815,0.337211,0.019774,0.024768,0.009039,0.006668,0.023583,0.011428,0.004288,0.007235,0.005800,0.017984,0.014514,0.011704,0.008057,happyness
0.044707,0.026772,2.639328,0.105492,0.157457,0.194615,0.002629,0.048601,-25.612780,1.825989,-0.361562,0.293398,0.144687,0.659929,-0.000404,0.001459,-0.058156,-0.064892,0.127617,0.134106,-0.135903,0.008558,0.004912,0.043744,0.003007,0.034621,0.016079,0.003893,0.051987,0.018296,0.043973,0.002080,0.034018,0.024943,0.012597,0.021776,0.228586,0.019951,0.014871,0.148096,0.000947,0.019335,1.558702,0.641855,0.487449,0.269514,0.435989,0.430926,0.306437,0.382579,0.214141,0.259092,0.238720,0.258990,0.162728,0.006598,0.004922,0.030934,0.002241,0.022252,0.009260,0.005514,0.015137,0.010633,0.027337,0.001840,0.017029,0.009943,happyness
0.044707,0.026772,2.639328,0.105492,0.157457,0.194615,0.002629,0.048601,-25.612780,1.825989,-0.361562,0.293398,0.144687,0.659929,-0.000404,0.001459,-0.058156,-0.064892,0.127617,0.134106,-0.135903,0.008558,0.004912,0.043744,0.003007,0.034621,0.016079,0.003893,0.051987,0.018296,0.043973,0.002080,0.034018,0.024943,0.012597,0.021776,0.228586,0.019951,0.014871,0.148096,0.000947,0.019335,1.558702,0.641855,0.487449,0.269514,0.435989,0.430926,0.306437,0.382579,0.214141,0.259092,0.238720,0.258990,0.162728,0.006598,0.004922,0.030934,0.002241,0.022252,0.009260,0.005514,0.015137,0.010633,0.027337,0.001840,0.017029,0.009943,happyness
0.087875,0.007066,2.734538,0.138897,0.129660,0.839516,0.001786,0.153975,-26.001243,0.098027,-0.821670,-1.032811,-0.459347,-0.199876,-0.361938,-0.555054,-0.081021,-0.387932,0.162568,0.253143,0.211559,0.002875,0.004284,0.004875,0.009486,0.007133,0.006998,0.005348,0.004388,0.005181,0.010651,0.004879,0.003097,0.008127,0.040322,0.008055,0.383799,0.037613,0.028364,0.392042,0.001123,0.066308,1.762717,0.769915,1.207086,0.610674,0.353989,0.378228,0.348405,0.450760,0.371429,0.484456,0.585388,0.519897,0.392350,0.002550,0.004840,0.009067,0.017052,0.010988,0.008921,0.006581,0.006580,0.005986,0.016167,0.005743,0.003552,0.005714,neutral
0.087875,0.007066,2.734538,0.138897,0.129660,0.839516,0.001786,0.153975,-26.001243,0.098027,-0.821670,-1.032811,-0.459347,-0.199876,-0.361938,-0.555054,-0.081021,-0.387932,0.162568,0.253143,0.211559,0.002875,0.004284,0.004875,0.009486,0.007133,0.006998,0.005348,0.004388,0.005181,0.010651,0.004879,0.003097,0.008127,0.040322,0.008055,0.383799,0.037613,0.028364,0.392042,0.001123,0.066308,1.762717,0.769915,1.207086,0.610674,0.353989,0.378228,0.348405,0.450760,0.371429,0.484456,0.585388,0.519897,0.392350,0.002550,0.004840,0.009067,0.017052,0.010988,0.008921,0.006581,0.006580,0.005986,0.016167,0.005743,0.003552,0.005714,neutral
0.093214,0.011433,2.668200,0.149855,0.155011,0.651335,0.002155,0.137451,-25.207753,0.863610,-1.086384,-0.163964,-0.743689,-0.388136,0.014965,-0.064353,-0.309059,0.007603,-0.251969,-0.082770,-0.304318,0.008071,0.009893,0.005527,0.007265,0.011222,0.005465,0.007407,0.003134,0.004562,0.008604,0.009031,0.008902,0.010622,0.065101,0.014008,0.505110,0.068336,0.031152,0.641956,0.001611,0.113717,2.396204,0.679737,0.822245,0.333843,0.398297,0.431971,0.365866,0.310094,0.335938,0.351634,0.283483,0.421515,0.376911,0.009460,0.012202,0.009087,0.015494,0.016356,0.007510,0.014373,0.003884,0.004503,0.006492,0.011511,0.014273,0.006253,neutral
0.093214,0.011433,2.668200,0.149855,0.155011,0.651335,0.002155,0.137451,-25.207753,0.863610,-1.086384,-0.163964,-0.743689,-0.388136,0.014965,-0.064353,-0.309059,0.007603,-0.251969,-0.082770,-0.304318,0.008071,0.009893,0.005527,0.007265,0.011222,0.005465,0.007407,0.003134,0.004562,0.008604,0.009031,0.008902,0.010622,0.065101,0.014008,0.505110,0.068336,0.031152,0.641956,0.001611,0.113717,2.396204,0.679737,0.822245,0.333843,0.398297,0.431971,0.365866,0.310094,0.335938,0.351634,0.283483,0.421515,0.376911,0.009460,0.012202,0.009087,0.015494,0.016356,0.007510,0.014373,0.003884,0.004503,0.006492,0.011511,0.014273,0.006253,neutral
0.046040,0.023784,2.881505,0.123346,0.167820,0.305847,0.003604,0.061711,-24.647176,2.779644,0.156966,-0.358341,-0.467257,0.021325,-0.085623,-0.083861,-0.084052,0.086327,-0.041962,0.029862,-0.040396,0.009563,0.008014,0.009822,0.006141,0.017447,0.027927,0.014634,0.026900,0.026842,0.021715,0.021684,0.016486,0.023918,0.035137,0.032908,0.381702,0.045106,0.032688,0.365839,0.002451,0.077933,1.839363,0.761884,0.856291,0.425661,0.388984,0.382614,0.364898,0.258863,0.200640,0.216622,0.229091,0.264387,0.259135,0.012814,0.012192,0.010278,0.008499,0.021280,0.048916,0.023606,0.035897,0.030386,0.024861,0.025832,0.017204,0.012706,neutral
0.046040,0.023784,2.881505,0.123346,0.167820,0.305847,0.003604,0.061711,-24.647176,2.779644,0.156966,-0.358341,-0.467257,0.021325,-0.085623,-0.083861,-0.084052,0.086327,-0.041962,0.029862,-0.040396,0.009563,0.008014,0.009822,0.006141,0.017447,0.027927,0.014634,0.026900,0.026842,0.021715,0.021684,0.016486,0.023918,0.035137,0.032908,0.381702,0.045106,0.032688,0.365839,0.002451,0.077933,1.839363,0.761884,0.856291,0.425661,0.388984,0.382614,0.364898,0.258863,0.200640,0.216622,0.229091,0.264387,0.259135,0.012814,0.012192,0.010278,0.008499,0.021280,0.048916,0.023606,0.035897,0.030386,0.024861,0.025832,0.017204,0.012706,neutral
0.040790,0.020101,2.863510,0.108023,0.163401,0.242579,0.003564,0.053760,-24.720019,2.920870,-0.124874,-0.372251,-0.303299,-0.163554,0.125512,0.145910,-0.026480,0.138552,-0.003403,0.041434,-0.152430,0.010885,0.009884,0.014451,0.008976,0.036591,0.035788,0.012013,0.008687,0.008038,0.018812,0.022273,0.020909,0.022366,0.034714,0.020152,0.400494,0.046786,0.031760,0.403030,0.001708,0.077269,1.799912,0.697168,0.538779,0.428717,0.423946,0.297223,0.246789,0.171611,0.236774,0.188630,0.171766,0.190959,0.243556,0.012408,0.013809,0.018966,0.011502,0.037375,0.038862,0.013146,0.008967,0.011116,0.025670,0.028093,0.022173,0.010405,neutral
0.040790,0.020101,2.863510,0.108023,0.163401,0.242579,0.003564,0.053760,-24.720019,2.920870,-0.124874,-0.372251,-0.303299,-0.163554,0.125512,0.145910,-0.026480,0.138552,-0.003403,0.041434,-0.152430,0.010885,0.009884,0.014451,0.008976,0.036591,0.035788,0.012013,0.008687,0.008038,0.018812,0.022273,0.020909,0.022366,0.034714,0.020152,0.400494,0.046786,0.031760,0.403030,0.001708,0.077269,1.799912,0.697168,0.538779,0.428717,0.423946,0.297223,0.246789,0.171611,0.236774,0.188630,0.171766,0.190959,0.243556,0.012408,0.013809,0.018966,0.011502,0.037375,0.038862,0.013146,0.008967,0.011116,0.025670,0.028093,0.022173,0.010405,neutral
0.053430,0.019172,3.006183,0.119901,0.162206,0.325143,0.002659,0.067099,-23.878789,2.316688,-0.217002,-0.185104,-0.208368,0.148620,0.271664,0.144444,-0.063583,0.148300,-0.068570,0.120022,0.144041,0.003457,0.010260,0.030349,0.009158,0.007566,0.012657,0.011977,0.035470,0.022355,0.027266,0.004131,0.010529,0.020002,0.038241,0.015483,0.355613,0.045803,0.026266,0.420639,0.001304,0.073012,1.560775,0.621114,0.691443,0.468585,0.404965,0.301537,0.311910,0.289075,0.220410,0.201263,0.160619,0.162012,0.159562,0.003422,0.010474,0.027786,0.015296,0.010145,0.018159,0.015086,0.024909,0.023445,0.030001,0.005093,0.013149,0.008037,neutral
0.053430,0.019172,3.006183,0.119901,0.162206,0.325143,0.002659,0.067099,-23.878789,2.316688,-0.217002,-0.185104,-0.208368,0.148620,0.271664,0.144444,-0.063583,0.148300,-0.068570,0.120022,0.144041,0.003457,0.010260,0.030349,0.009158,0.007566,0.012657,0.011977,0.035470,0.022355,0.027266,0.004131,0.010529,0.020002,0.038241,0.015483,0.355613,0.045803,0.026266,0.420639,0.001304,0.073012,1.560775,0.621114,0.691443,0.468585,0.404965,0.301537,0.311910,0.289075,0.220410,0.201263,0.160619,0.162012,0.159562,0.003422,0.010474,0.027786,0.015296,0.010145,0.018159,0.015086,0.024909,0.023445,0.030001,0.005093,0.013149,0.008037,neutral
0.067758,0.039629,2.968429,0.132935,0.155450,0.483559,0.002296,0.097341,-26.549783,1.961988,-0.280057,-0.003306,-0.093914,0.091810,-0.047806,-0.206971,-0.052868,-0.162542,-0.045035,-0.021582,-0.115432,0.011656,0.009894,0.015169,0.005784,0.018822,0.026638,0.006476,0.029945,0.008068,0.017767,0.016272,0.021956,0.017627,0.042043,0.037960,0.265318,0.041466,0.018334,0.383035,0.001449,0.080917,2.125936,0.473938,0.549538,0.542298,0.213629,0.179274,0.131741,0.244343,0.327650,0.242053,0.238389,0.306175,0.352327,0.010492,0.006488,0.012914,0.008307,0.012311,0.014846,0.005857,0.008772,0.006086,0.019154,0.025633,0.015550,0.007936,neutral
0.067758,0.039629,2.968429,0.132935,0.155450,0.483559,0.002296,0.097341,-26.549783,1.961988,-0.280057,-0.003306,-0.093914,0.091810,-0.047806,-0.206971,-0.052868,-0.162542,-0.045035,-0.021582,-0.115432,0.011656,0.009894,0.015169,0.005784,0.018822,0.026638,0.006476,0.029945,0.008068,0.017767,0.016272,0.021956,0.017627,0.042043,0.037960,0.265318,0.041466,0.018334,0.383035,0.001449,0.080917,2.125936,0.473938,0.549538,0.542298,0.213629,0.179274,0.131741,0.244343,0.327650,0.242053,0.238389,0.306175,0.352327,0.010492,0.006488,0.012914,0.008307,0.012311,0.014846,0.005857,0.008772,0.006086,0.019154,0.025633,0.015550,0.007936,neutral
0.038435,0.029328,3.116373,0.099545,0.139952,0.324954,0.002737,0.058819,-22.960817,1.872546,0.148235,-0.572051,-0.004220,0.399874,-0.206727,0.073731,-0.197615,-0.122933,-0.259794,-0.316135,-0.266944,0.016249,0.013593,0.055922,0.011688,0.034347,0.015634,0.004901,0.029542,0.003494,0.009247,0.002795,0.016924,0.025076,0.014727,0.017667,0.170301,0.021746,0.025506,0.211880,0.001681,0.035736,1.253287,0.710494,0.320939,0.664862,0.336355,0.454163,0.324954,0.321755,0.329499,0.337423,0.283532,0.329208,0.544063,0.011816,0.011837,0.056011,0.014594,0.058572,0.017332,0.006314,0.025259,0.006692,0.009468,0.003093,0.012720,0.015913,neutral
0.038435,0.029328,3.116373,0.099545,0.139952,0.324954,0.002737,0.058819,-22.960817,1.872546,0.148235,-0.572051,-0.004220,0.399874,-0.206727,0.073731,-0.197615,-0.122933,-0.259794,-0.316135,-0.266944,0.016249,0.013593,0.055922,0.011688,0.034347,0.015634,0.004901,0.029542,0.003494,0.009247,0.002795,0.016924,0.025076,0.014727,0.017667,0.170301,0.021746,0.025506,0.211880,0.001681,0.035736,1.253287,0.710494,0.320939,0.664862,0.336355,0.454163,0.324954,0.321755,0.329499,0.337423,0.283532,0.329208,0.544063,0.011816,0.011837,0.056011,0.014594,0.058572,0.017332,0.006314,0.025259,0.006692,0.009468,0.003093,0.012720,0.015913,neutral
0.033827,0.024596,2.835867,0.083897,0.127967,0.197107,0.003468,0.047896,-24.288834,2.754746,-0.325534,-0.098178,-0.310216,-0.217905,-0.091718,0.043804,-0.192533,0.168502,-0.041626,0.126402,-0.020138,0.006038,0.015424,0.020926,0.020383,0.031933,0.011545,0.008952,0.021391,0.018139,0.025330,0.015786,0.009850,0.018037,0.022175,0.019675,0.405213,0.032304,0.038829,0.211884,0.002376,0.041770,2.562003,0.695648,0.776001,0.507616,0.386429,0.519052,0.412579,0.259468,0.260443,0.197762,0.241176,0.124963,0.234972,0.007185,0.014393,0.016374,0.022659,0.039429,0.011192,0.006909,0.018922,0.017649,0.021684,0.015486,0.012715,0.009616,neutral
0.033827,0.024596,2.835867,0.083897,0.127967,0.197107,0.003468,0.047896,-24.288834,2.754746,-0.325534,-0.098178,-0.310216,-0.217905,-0.091718,0.043804,-0.192533,0.168502,-0.041626,0.126402,-0.020138,0.006038,0.015424,0.020926,0.020383,0.031933,0.011545,0.008952,0.021391,0.018139,0.025330,0.015786,0.009850,0.018037,0.022175,0.019675,0.405213,0.032304,0.038829,0.211884,0.002376,0.041770,2.562003,0.695648,0.776001,0.507616,0.386429,0.519052,0.412579,0.259468,0.260443,0.197762,0.241176,0.124963,0.234972,0.007185,0.014393,0.016374,0.022659,0.039429,0.011192,0.006909,0.018922,0.017649,0.021684,0.015486,0.012715,0.009616,neutral
0.034155,0.023158,3.138022,0.105216,0.164550,0.210999,0.003222,0.047706,-23.918695,3.087261,0.095232,0.238843,-0.419834,0.393929,0.481400,-0.005837,-0.268472,0.063696,-0.040095,0.166417,-0.033600,0.007270,0.031286,0.033507,0.004591,0.019127,0.021297,0.017956,0.025167,0.009880,0.020621,0.006070,0.066607,0.029758,0.031622,0.014897,0.159071,0.044307,0.030290,0.321217,0.001661,0.056355,1.042131,0.508188,0.385426,0.413538,0.388854,0.245625,0.275615,0.244901,0.206130,0.160305,0.129625,0.141812,0.136137,0.007437,0.023421,0.035062,0.005429,0.023400,0.014186,0.023960,0.022476,0.014116,0.025625,0.009524,0.039494,0.012804,neutral
0.034155,0.023158,3.138022,0.105216,0.164550,0.210999,0.003222,0.047706,-23.918695,3.087261,0.095232,0.238843,-0.419834,0.393929,0.481400,-0.005837,-0.268472,0.063696,-0.040095,0.166417,-0.033600,0.007270,0.031286,0.033507,0.004591,0.019127,0.021297,0.017956,0.025167,0.009880,0.020621,0.006070,0.066607,0.029758,0.031622,0.014897,0.159071,0.044307,0.030290,0.321217,0.001661,0.056355,1.042131,0.508188,0.385426,0.413538,0.388854,0.245625,0.275615,0.244901,0.206130,0.160305,0.129625,0.141812,0.136137,0.007437,0.023421,0.035062,0.005429,0.023400,0.014186,0.023960,0.022476,0.014116,0.025625,0.009524,0.039494,0.012804,neutral
0.047488,0.015492,2.994962,0.115809,0.152322,0.405585,0.002982,0.075440,-24.499781,2.070941,0.245995,-0.041082,-0.331148,0.343371,0.044234,-0.007179,-0.321412,0.104212,-0.096421,0.032974,-0.165879,0.007136,0.018116,0.054793,0.015065,0.031265,0.017325,0.011028,0.019504,0.010315,0.014586,0.009573,0.015204,0.026111,0.036646,0.011411,0.251585,0.036997,0.028030,0.322301,0.001899,0.065522,1.653716,0.670712,0.790072,0.424114,0.403539,0.441749,0.366451,0.334734,0.313876,0.211286,0.220968,0.231556,0.232228,0.012453,0.027274,0.062881,0.025075,0.035149,0.013769,0.013105,0.020078,0.012657,0.016777,0.010108,0.016597,0.015897,neutral
